stringsfile version 1
1351
str_no_string NO_STRING!
str_rebellion_dilemma_2_pitiless It_is_a_most_perilous_position_to_be_in,_to_be_asked_whom_I_would_make_{reg3?ruler:king}_of_this_land._Yet_it_is_also_a_time_of_opportunity,_for_me_to_reap_the_rewards_that_have_always_been_my_due!
str_rebellion_dilemma_2_cunning {s46}_has_been_challenged,_and_thus_he_will_never_be_able_to_rule_as_strongly_as_one_whose_claim_has_never_been_questioned._Yet_if_{s45}_takes_the_throne_by_force,_{reg3?she:he}_will_not_be_as_strong_as_one_who_succeeded_peacefully.
str_rebellion_dilemma_2_sadistic Perhaps_if_I_join_{s45}_while_{reg3?she:he}_is_still_weak_{reg3?she:he}_will_enrich_me,_but_perhaps_if_I_bring_{s46}_your_head_he_will_give_me_an_even_greater_reward.
str_rebellion_dilemma_2_goodnatured {s46}_has_always_treated_me_decently,_yet_it's_true_that_he_did_wrong_to_{s45}._I_hesitate_to_renounce_my_homage_to_{s46},_yet_I_also_don't_think_it's_right_to_support_injustice.
str_rebellion_dilemma_2_upstanding I_feel_that_I_must_do_whatever_is_best_for_the_realm,_to_avoid_it_being_laid_waste_by_civil_war_and_ravaged_by_its_enemies.
str_rebellion_prior_argument_very_favorable I_have_already_heard_some_arguments_for_supporting_your_candidate_for_the_throne,_and_I_tend_to_agree_with_them.
str_rebellion_prior_argument_favorable I_have_already_heard_some_arguments_for_supporting_your_candidate_for_the_throne,_and_I_tend_to_agree_with_them.
str_rebellion_prior_argument_unfavorable I_have_already_heard_some_arguments_for_supporting_your_candidate_for_the_throne,_but_I_do_not_find_them_convincing.
str_rebellion_prior_argument_very_unfavorable I_have_already_heard_some_arguments_for_supporting_your_candidate_for_the_throne,_but_I_disagree_with_most_of_them.
str_rebellion_rival_default [liege]
str_rebellion_rival_martial {s49}_your_ally_{s44}_once_questioned_my_honour_and_my_bravery._It's_not_often_I_get_the_chance_to_face_him_in_battle,_and_make_him_retract_his_statement.
str_rebellion_rival_quarrelsome {s49}_you're_working_with_{s44}._He's_a_crafty_weasel,_and_I_don't_trust_him_one_bit.
str_rebellion_rival_pitiless {s49}_you_seem_to_have_enlisted_the_support_of_{s44}_--_who_is_soft,_and_weak,_and_not_fit_to_govern_a_fief,_and_whom_I_have_always_detested.
str_rebellion_rival_cunning {s49}_{s44},_who_has_already_joined_you,_is_headstrong_and_quarrelsome,_and_a_bit_of_liability.
str_rebellion_rival_sadistic {s49}_I_have_no_desire_to_fight_alongside_your_ally_{s44},_who_puts_on_such_a_nauseating_display_of_virtue.
str_rebellion_rival_goodnatured {s49}_I'd_be_reluctant_to_be_on_the_same_side_as_{s44},_who_has_quite_a_reputation_for_cruelty.
str_rebellion_rival_upstanding {s49}_your_ally_{s44}_is_in_my_opinion_a_dangerous,_unreliable,_and_highly_unprincipled_man.
str_rebellion_argument_favorable I_respect_your_line_of_argument
str_rebellion_argument_neutral I_find_your_line_of_argument_only_moderately_compelling
str_rebellion_argument_unfavorable I_do_not_find_your_line_of_argument_compelling
str_rebellion_persuasion_favorable you_state_your_case_eloquently
str_rebellion_persuasion_neutral you_make_a_reasonable_case
str_rebellion_persuasion_unfavorable you_make_an_unconvincing_case
str_rebellion_relation_very_favorable I_have_the_greatest_respect_for_you_personally.
str_rebellion_relation_favorable I_know_and_respect_you_personally.
str_rebellion_relation_neutral I_do_not_know_you_as_well_as_I_might_like.
str_rebellion_relation_unfavorable I_do_not_trust_you.
str_and_comma_3 Furthermore,_
str_but_comma_3 However,
str_and_comma_1 ,_and_
str_but_comma_1 ,_but_
str_and_comma_2 ._Moreover,_
str_but_comma_2 ._Nonetheless,_
str_rebellion_agree_default [liege]
str_rebellion_agree_martial I_have_decided._I_will_back_{s45}_as_the_rightful_heir.
str_rebellion_agree_quarrelsome Ahh,_I've_thought_long_enough._I_never_did_like_{s46}_much_anyway._Let's_go_take_his_throne_away_from_him.
str_rebellion_agree_pitiless You_are_fortunate._I_have_decided_to_join_you._Pray_do_not_give_me_cause_to_regret_this_decision.
str_rebellion_agree_cunning This_is_a_most_dangerous_decision,_but_after_careful_consideration,_I_have_decided_that_I_will_join_you._Let's_hope_it_is_for_the_best.
str_rebellion_agree_sadistic I_have_decided._I_will_back_your_{reg3?woman:man}_{s45}._But_you'd_best_make_sure_that_{reg3?she:he}_rewards_me_well!
str_rebellion_agree_goodnatured All_right._I_think_your_{reg3?woman:man}_will_be_a_good_ruler._I'll_join_you.
str_rebellion_agree_upstanding So_be_it._My_first_duty_is_to_this_realm,_and_to_save_it_from_lawlessness_I_will_back_{s45}_and_renounce_my_homage_to_{s46}._May_the_Heavens_forgive_me_if_I_do_wrong.
str_rebellion_refuse_default [liege]
str_rebellion_refuse_martial I_am_sorry._{s45}_has_a_good_claim,_but_it's_not_enough_for_me_to_turn_my_back_on_{s46}._I_will_remain_loyal_to_my_liege.
str_rebellion_refuse_quarrelsome Nah._Your_whelp_{s45}_doesn't_have_what_it_takes_to_rule_this_realm._I'm_sticking_with_{s46}.
str_rebellion_agree_pitiless No._I_will_not_join_your_rebellion._I_count_it_little_more_than_the_tantrum_of_a_child,_denied_a_bauble_which_{reg3?she:he}_thinks_should_be_{reg3?hers:his}._I_will_stick_with_{s46},_whose_ability_to_rule_is_well-tested.
str_rebellion_agree_cunning I_am_sorry._You_do_not_give_me_reason_for_confidence_that_you_will_win._Many_will_die,_but_I_do_not_wish_to_be_among_them._I_will_continue_to_back_{s46}.
str_rebellion_agree_sadistic No._I_won't_play_your_little_game._You_grasp_at_a_crown,_but_I_think_instead_you'll_get_a_quick_trip_to_the_scaffold,_and_I'll_be_there_by_{s46}'s_side_to_watch_the_headsman's_axe_drop.
str_rebellion_agree_goodnatured I_am_sorry._I_don't_feel_right_turning_my_back_on_{s46}._No_hard_feelings_when_me_meet_on_the_battlefield.
str_rebellion_agree_upstanding I_am_sorry._{s45}'s_claim_is_not_strong_enough_for_me_to_inflict_the_curse_of_civil_disorder_on_the_poor_wretches_of_this_land._I_will_continue_to_back_{s46}._May_the_Heavens_forgive_me_if_I_do_wrong.
str_talk_later_default [liege]
str_talk_later_martial Now_is_not_the_time_to_talk_politics!_I_am_here_today_with_my_fellow_lords,_armed_for_battle._You'd_better_prepare_to_fight.
str_talk_later_quarrelsome Do_you_expect_me_to_discuss_betraying_my_liege_with_you,_while_we_are_surrounded_by_his_army?_What_do_you_take_me_for,_a_bloody_idiot?
str_talk_later_pitiless Still_your_tongue!_Whatever_I_have_to_say_on_this_matter,_I_will_not_say_it_here_and_now,_while_we_are_in_the_midst_of_our_army.
str_talk_later_cunning This_is_hardly_the_time_or_the_place_for_such_a_discussion._Perhaps_we_can_discuss_it_at_a_later_time_and_a_different_place,_but_for_now_we're_still_foes.
str_talk_later_sadistic You_should_have_your_mouth_sewn_shut!_Can_you_imagine_what_would_happen_if_the_other_vassals_see_me_talking_to_you_of_treason?
str_talk_later_goodnatured So_you_wish_to_discuss_your_rebellion_with_me?_Try_that_again_when_we_aren't_surrounded_by_my_liege's_army,_and_I_will_hear_what_you_have_to_say.
str_talk_later_upstanding Whatever_my_thoughts_on_the_legitimacy_of_the_succession,_I_am_not_about_to_discuss_them_here_and_now._If_we_meet_again_when_we_can_talk_in_privacy,_I_will_hear_what_you_have_to_say_on_the_matter._But_for_now,_consider_me_your_enemy.
str_gossip_about_character_default They_say_that_{s6}_doesn't_possess_any_interesting_character_traits.
str_gossip_about_character_martial They_say_that_{s6}_loves_nothing_more_than_war.
str_gossip_about_character_quarrelsome They_say_that_{s6}_almost_came_to_blows_with_another_lord_lately,_because_the_man_made_a_joke_about_his_nose.
str_gossip_about_character_selfrighteous I_heard_that_{s6}_had_a_squire_executed_because_the_unfortunate_man_killed_a_deer_in_his_forest.
str_gossip_about_character_cunning They_say_that_{s6}_is_a_cunning_opponent.
str_gossip_about_character_sadistic They_say_that_{s6}_likes_to_torture_his_enemies._I_wouldn't_want_to_get_on_the_bad_side_of_that_man.
str_gossip_about_character_goodnatured They_say_that_{s6}_is_a_good_man_and_treats_people_living_in_his_lands_decently._That_is_more_than_what_can_be_said_for_most_of_the_nobles.
str_gossip_about_character_upstanding People_say_that_it_is_good_to_be_in_the_service_of_{s6}._He_is_good_to_his_followers,_and_rewards_them_if_they_work_well.
str_latest_rumor The_latest_rumor_you_heard_about_{s6}_was:
str_swadian_rebellion_pretender_intro I_am_Isolla,_rightful_Queen_of_the_Swadians.
str_vaegir_rebellion_pretender_intro My_name_is_Valdym._Some_men_call_me_'the_Bastard.'_I_am_a_prince_of_the_Vaegirs,_but_by_all_rights_I_should_be_their_king,_instead_of_my_cousin_Yaroglek.
str_khergit_rebellion_pretender_intro I_am_Dustum_Khan,_son_of_Janakir_Khan,_and_rightful_Khan_of_the_Khergits.
str_nord_rebellion_pretender_intro I_am_Lethwin_Far-Seeker,_son_of_Hakrim_the_Old,_who_should_be_king_of_the_Nords_of_Calradia.
str_rhodok_rebellion_pretender_intro I_am_Lord_Kastor,_the_rightful_King_of_the_Rhodoks,_who_will_free_them_from_tyranny.
str_swadian_rebellion_pretender_story_1 I_was_the_only_child_of_my_father,_King_Esterich._Although_I_am_a_woman,_he_loved_me_like_a_son_and_named_me_his_heir_--_not_once,_but_several_times,_before_the_grandest_nobles_of_the_land_so_that_none_could_doubt_his_intention._There_is_no_law_that_bars_a_woman_from_ruling_--_indeed,_we_Swadians_tell_tales_of_warrior_queens_who_ruled_us_in_our_distant_past.
str_vaegir_rebellion_pretender_story_1 My_father_died_when_I_was_young,_leaving_me_in_the_care_of_his_brother,_the_regent_Burelek._But_rather_than_hold_the_throne_until_I_came_of_age,_this_usurper_used_his_newfound_power_to_accuse_my_mother_of_adultery,_and_to_claim_that_I_was_not_my_father's_son._She_was_executed_for_treason,_and_I_was_declared_a_bastard.
str_khergit_rebellion_pretender_story_1 Sanjar_Khan_and_I_are_brothers,_sons_of_the_old_Janakir_Khan,_although_of_different_mothers._Although_I_was_the_younger_brother,_all_those_who_knew_the_old_Khan_will_testify_that_throughout_my_father's_life,_I_was_his_favorite,_entrusted_with_the_responsibilities_of_government._Sanjar_busied_himself_with_hunts_and_feasts_to_win_the_affection_of_the_more_dissolate_of_my_father's_commanders.
str_nord_rebellion_pretender_story_1 I_am_called_the_Far-Seeker_because_I_have_travelled_great_distances,_even_by_the_standards_of_the_Nords,_in_search_of_knowledge._Before_I_came_of_age,_my_father_sent_me_abroad_on_a_tour_of_study_at_the_courts_and_universities_in_the_lands_overseas._If_the_Nords_are_to_call_themselves_the_heirs_of_the_Calradian_empire,_then_they_must_act_the_part,_and_know_something_of_law_and_letters,_and_not_call_themselves_content_merely_to_fight,_plunder,_and_drink.
str_rhodok_rebellion_pretender_story_1 The_Rhodoks_are_a_free_people,_and_not_slaves_to_any_hereditary_monarch._The_king_must_be_chosen_from_one_of_the_leading_noble_families_of_the_land,_by_a_council_drawn_by_lot_from_the_patricians_of_the_cities_of_Jelkala,_Veluca,_and_Yalen._The_council_meets_on_a_field_before_Jelkala,_and_no_man_is_allowed_to_appear_in_arms_during_their_deliberations,_on_pain_of_death.
str_swadian_rebellion_pretender_story_2 Yet_when_my_father_died,_his_cousin_Harlaus_convinced_the_nobles_that_no_Swadian_king_of_sound_mind_could_name_a_woman_as_his_heir._Harlaus_said_that_his_designation_of_me_was_the_act_of_a_madman,_and_thus_had_no_legal_standing,_and_that_he,_as_my_father's_closest_male_relative,_should_of_take_the_throne.
str_vaegir_rebellion_pretender_story_2 I_was_smuggled_abroad_by_a_faithful_servant,_but_now_I_am_of_age_and_have_returned_to_reclaim_what_is_rightfully_mine._Burelek_died_soon_after_his_act_of_perfidy_--_the_judgment_of_heaven,_no_doubt._His_son_Yaroglek_now_calls_himself_king,_but_as_his_claim_is_tainted,_he_is_no_less_a_usurper_than_his_father,_and_I_will_topple_him_from_his_throne.
str_khergit_rebellion_pretender_story_2 According_to_Khergit_custom,_when_a_man_dies_his_herds_are_split_between_all_his_sons,_equally._So_too_it_is_with_the_khanate._When_I_heard_of_my_father's_death,_I_was_away_inspecting_our_borders,_but_I_hurried_home_to_Tulga,_ready_to_give_Sanjar_his_due_and_share_the_khanate_with_him._But_when_I_arrived,_I_found_that_he_rushed_his_supporters_to_the_court,_to_have_himself_proclaimed_as_the_sole_khan.
str_nord_rebellion_pretender_story_2 My_father_died_however_before_I_completed_my_course_of_study,_and_as_I_hurried_home_to_claim_his_throne_my_ship_was_wrecked_by_a_storm._One_of_my_father's_thanes,_Ragnar,_seized_this_opportunity_and_spread_rumors_that_I_had_died_abroad._He_summoned_a_gathering_of_his_supporters_to_have_himself_proclaimed_king,_and_has_taken_the_past_few_years_to_consolidate_his_power.
str_rhodok_rebellion_pretender_story_2 During_the_last_selection,_there_were_but_two_candidates,_myself,_and_Lord_Graveth._While_the_council_was_deliberating,_Graveth_appeared,_sword_in_hand,_telling_them_that_a_Swadian_raiding_party_was_about_to_descend_on_the_field_of_deliberation_--_which_was_true,_by_the_way_--_and_if_he_were_not_elected_king,_then_he_would_leave_them_to_their_fate.
str_swadian_rebellion_pretender_story_3 I_will_admit_that_I_did_my_cause_no_good_by_cursing_Harlaus_and_all_who_listened_to_him_as_traitors,_but_I_also_believe_that_the_magistrates_who_ruled_in_his_favor_were_bought._No_matter_--_I_will_raise_an_army_of_loyal_subjects,_who_would_honour_their_old_king's_memory_and_will._And_if_anyone_doubts_that_a_woman_can_wield_power,_then_I_will_prove_them_wrong_by_taking_Harlaus'_ill-gotten_crown_away_from_him.
str_vaegir_rebellion_pretender_story_3 Until_I_have_my_rights_restored_in_the_sight_of_all_the_Vaegirs,_I_will_bear_the_sobriquet,_'the_Bastard',_to_remind_me_of_what_I_must_do.
str_khergit_rebellion_pretender_story_3 My_brother_thinks_that_Khergits_will_only_respect_strength:_a_leader_who_takes_what_he_wants,_when_he_wants_it._But_I_think_that_he_misreads_the_spirit_of_our_people.--we_admire_a_resolute_leader,_but_even_more_we_a_just_one,_and_we_know_that_a_man_who_does_not_respect_his_own_brother's_rights_will_not_respect_the_rights_of_his_followers.
str_nord_rebellion_pretender_story_3 So_I_remain_in_exile_--_except_now_I_am_not_looking_for_sages_to_tutor_me_in_the_wisdom_of_faraway_lands,_but_warriors,_to_come_with_me_back_to_the_land_of_the_Nords_and_regain_my_throne._If_Ragnar_doubts_my_ability_to_rule,_then_let_him_say_so_face_to_face,_as_we_stare_at_each_other_over_the_rims_of_our_shields._For_a_warrior_can_be_a_scholar,_and_a_scholar_a_warrior,_and_to_my_mind,_only_one_who_combines_the_two_is_fit_to_be_king!
str_rhodok_rebellion_pretender_story_3 Well,_Graveth_defeated_the_Swadians,_and_for_that,_as_a_Rhodok,_I_am_grateful._When_I_am_king,_I_will_myself_place_the_wreath_of_victory_on_his_head._But_after_that_I_will_have_it_separated_from_his_shoulders,_for_by_his_actions_he_has_shown_himself_a_traitor_to_the_Rhodok_confederacy_and_its_sacred_custom.
str_swadian_rebellion_monarch_response_1 Isolla_thinks_she_should_be_Queen_of_the_Swadians?_Well,_King_Esterich_had_a_kind_heart,_and_doted_on_his_daughter,_but_a_good-hearted_king_who_doesn't_use_his_head_can_be_a_curse_to_his_people._Isolla_may_tell_you_stories_of_warrior_queens_of_old,_but_you_might_also_recall_that_all_the_old_legends_end_in_the_same_way_--_with_the_Swadians_crushed_underfoot_by_the_armies_of_the_Calradic_Emperor.
str_vaegir_rebellion_monarch_response_1 Were_Valdym_to_come_to_me_in_peace,_I_would_laden_him_with_titles_and_honours,_and_he_would_become_the_greatest_of_my_vassals._But_as_he_comes_in_war,_I_will_drag_him_before_me_in_chains_and_make_him_acknowledge_me_as_rightful_sovereign,_then_cut_his_tongue_from_his_mouth_so_that_he_cannot_recant.
str_khergit_rebellion_monarch_response_1 My_brother_Dustum_has_perhaps_told_you_of_his_insistence_upon_splitting_the_khanate,_as_though_it_were_a_herd_of_sheep._Let_me_tell_you_something._Ever_since_the_Khergits_established_themselves_on_this_land,_the_death_of_every_khan_has_had_the_same_result_--_the_land_was_divided,_the_khan's_sons_went_to_war,_and_the_strongest_took_it_all_anyway._I_simply_had_the_foresight_to_stave_off_the_civil_war_in_advance.
str_nord_rebellion_monarch_response_1 Lethwin_'Far-Seeker'?_Lethwin_Inkfingers,_is_more_like_it._Perhaps_you_have_heard_the_expression,_'Unhappy_is_the_land_whose_king_is_a_child.'_Unhappy_too_is_the_land_whose_king_is_a_student._You_want_the_Nords_to_be_ruled_by_a_beardless_youth,_whose_hand_bears_no_callouses_left_by_a_sword's_grip,_who_has_never_stood_in_a_shield_wall?_If_Lethwin_were_king,_his_thanes_would_laugh_at_him_to_his_face!
str_rhodok_rebellion_monarch_response_1 No_doubt_Lord_Kastor_told_you_that_I_defiled_the_hallowed_Rhodok_custom_by_interfering_with_the_patricians'_election_of_a_king._Well,_let_me_tell_you_something._The_patricians_of_the_towns_make_longwinded_speeches_about_our_ancient_liberties,_but_then_choose_as_their_king_whichever_noble_last_sat_in_their_villa_and_sipped_a_fine_wine_and_promised_to_overlook_their_unpaid_taxes.
str_swadian_rebellion_monarch_response_2 Those_who_weep_for_the_plight_of_a_Swadian_princess_denied_her_father's_throne_should_reflect_instead_on_the_fate_of_a_Swadian_herdswoman_seized_by_a_Vaegir_raider_and_taken_as_chattel_to_the_slave_markets._Talk_to_me_of_queens_and_old_stories_when_our_warlike_neighbors_are_vanquished,_and_our_land_is_at_peace.
str_vaegir_rebellion_monarch_response_2 Whatever_my_father_may_or_may_not_have_done_to_secure_the_throne_does_not_matter._I_have_inherited_it,_and_that_is_final._If_every_old_claim_were_to_be_brought_up_anew,_if_every_man's_inheritance_could_be_called_into_question_at_any_time,_then_it_would_be_the_end_of_the_institution_of_kingship,_and_we_would_live_in_a_state_of_constant_civil_war.
str_khergit_rebellion_monarch_response_2 Dustum_would_make_a_fine_assessor_of_flocks,_or_adjudicator_of_land_disputes._But_can_you_imagine_such_a_man_as_khan?_We_would_be_run_off_of_our_land_in_no_time_by_our_neighbors,_and_return_to_our_old_days_of_starving_and_freezing_on_the_steppe.
str_nord_rebellion_monarch_response_2 Old_Hakrim_may_have_had_fancy_ideas_about_how_to_dispose_of_his_kingdom,_but_it_is_not_just_royal_blood_that_makes_a_King_of_the_Nords._I_am_king_by_acclamation_of_the_thanes,_and_by_right_of_being_the_strongest._That_counts_for_more_than_blood,_and_woe_to_any_man_in_this_land_who_says_otherwise.
str_rhodok_rebellion_monarch_response_2 The_only_liberty_that_concerns_them_is_their_liberty_to_grow_fat._Meanwhile,_my_men_sleep_out_on_the_steppe,_and_eat_dry_bread_and_salt_fish,_and_scan_the_horizon_for_burning_villages,_and_shed_our_blood_to_keep_the_caravan_routes_open._Here's_an_idea_--_if_I_ever_meet_a_merchant_who_limps_from_a_Khergit_arrow-wound_or_a_Swadian_sword-stroke,_then_I'll_say,_'Here's_a_man_whose_counsel_is_worth_taking.'
str_credits_1 Mount&Blade_Copyright_2001-2008_Taleworlds_Entertainment
str_credits_2 Game_design:^Armagan_Yavuz^Steve_Negus^Cem_Cimenbicer
str_credits_3 Programming:^Armagan_Yavuz^Cem_Cimenbicer
str_credits_4 CG_Artists:^Ipek_Yavuz^Ozgur_Saral^Mustafa_Ozturk
str_credits_8 Animation:^Pinar_Cekic^Umit_Singil
str_credits_5 Concept_Artist:^Ganbat_Badamkhand
str_credits_6 Writing:^Steve_Negus^Ryan_A._Span^Armagan_Yavuz
str_credits_9 Original_Music:^Jesse_Hopkins
str_credits_7 Additional_Modeling:^Hilmi_Aric^Ahmet_Sarisakal^Katie_Beedham^^^Additional_Writing:^Michael_Buhler^Patrick_Desjardins^^^Voice_Talents:^Tassilo_Egloffstein^Jade_E_Henderson^^^Original_Music_Composed_by:^Jesse_Hopkins^Violin_Solos_Performed_by:^Zoriy_Zinger^Main_Theme_and_Scherzo_Performed_by:^The_Russian_State_Symphony_Cinema_Orchestra,_Conducted_by_Sergei_Skripka^^^Sound_Samples:^Audiosparx.com^^^Mount&Blade_Map_Editor:^Matt_Stentiford^^^Taleworlds_Forum_Programming:^Brett_Flannigan_www.fenrisoft.com^^^Mount&Blade_Tutorial_written_by:^Edward_Spoerl^^^Gameplay_Videos:^Jemes_Muia^^^Motion_Capture_System:^NaturalPoint-Optitrack_Arena^^^Horse_Motion_Capture_Animation_Supplied_by:^Richard_Widgery_&_Kinetic_Impulse^^^Ragdoll_Physics:^Newton_Game_Dynamics^^^Sound_and_Music_Program_Library:^FMOD_Sound_System_by_Firelight_Technologies^^^Copy_Protection:^Themida_by_Oreans_Technologies^^^Skybox_Textures:^Jay_Weston_www.hyperfocaldesign.com^^^Third_Party_Art_Libraries_Used:^Texturemonk^Mayang_Textures^cgtextures.com^3d.sk^^Unofficial_Mount&Blade_Editor:^Josh_Dahlby^^^Many_thanks_to_Marco_Tarini_for_the_Mountain_shader_idea!^^^Special_Thanks_to:^Ibrahim_Dogan^Nova_Language_Works^Selim_Kurtulus_and_UPS_Turkey^^^Taleworlds.com_Forum_Administrators_and_Moderators:^Janus^Archonsod^Narcissus^Nairagorn^Lost_Lamb^Deus_Ex^Merentha^Volkier^Okin^Instag0^Deniz^ego^Guspav^Hallequin^Invictus^okiN^Raz^rejenorst^Skyrage^ThVaz^^^Spanish_Translation^^Translators:^Anabel_'Rhaenys'_Diaz^Analia_'Immortality'_Dobarro^Anoik^^Medieval_Consultant:^Enric_'Palafoxx'_Clave^^Language_Tester:^Theo_de_Moree^^^Mount&Blade_Community_Suggestions_and_Feedback:^13_Chain_Bloody_Spider^Aenarion^AgentSword^Ahadhran^Albino^Allegro^allthesedamnnamesare^Amman_de_Stazia^Ancientwanker^Anrea_'Skree'_Giongiani^Aqtai^Art_Falmingaid^bryce777^Bugman^Buxton^Calandale^Cartread^Chel^Chilly5^Cirdan^Cleaning_agent^Cymro^DaBlade^DaLagga^Damien^danover^Dearahn^Deathblow^Destichado^Dryvus^dunnno^D'Sparil^ealabor^Ealdormann_Hussey^EasyCo506^El_Duke^Elias_Maluco^Eogan^ex_ottoyuhr^Fisheye^Fossi^fujiwara^Fuzzpilz^GandalfTheGrey^Gerif^Grocat^Guspav^Halden_The_Borch_shooter^Hallequin^Handel^Hardcode^Haupper^Hellequin^Highelf^Highlander^Ibrahim_Turgut^Iesu^Ilex^Ingolifs^Invictus^Itchrelief^Jlgx50^JHermes^Jik^john259^JonathanStrange^jpgray^kamov23^Kayback^Khalid_Ibn_Walid^KON_Air^Lady_Tanith^Larry_Knight^LavaLampMaster^Leprechaun^Lhorkan^Llew2^Maelstorm^Manitas^Maw^MAXHARDMAN^Merentha^Merlkir^Michael_Elijah_'ironpants'_Bell-Rao^mihoshi^Mirathei^mkeller^Momaw^Morgoth2005^MrCrotch^mtarini^n00854180t^Naridill^Nicholas_AltamanokiN^oksir^Oldtimer^Ollieh^oRGy^Oubliette^Patrick_'nox'_Gallaty^Pavlov^Rando^Raz^rejenorst^Rjii^Ron_Losey^Rorthic^RR_raptor^Scion^Seff^shenzay^Shadowmoses^shikamaru_1993^Silver^silverkatana^Sir_Prince^Sirgigor^Skyrage^Smoson^sneakey_pete^Stefano^Stella^Stonewall382^Talak^Tankai^TG^thelast^The_Phoenix^The_Pope^The_Yogi^Thingy_Master^Thormac^Thus_Spake_Nosferatu^ThVaz^Toygar_Birinci^Tuckles^Tul^Ursca^Vaerraent^Vilhjalmr^Volkier^vuk^Wanderer^WhoCares^Winter^Worbah^Yoshiboy^...and_many_many_other_wonderful_Mount&Blade_players!^^(This_is_only_a_small_sample_of_all_the_players_who_have_contributed_to_the_game_by_providing_suggestions_and_feedback.^This_list_has_been_compiled_by_sampling_only_a_few_threads_in_the_Taleworlds_Forums.^Unfortunately_compiling_an_exhaustive_list_is_almost_impossible.^We_apologize_sincerely_if_you_contributed_your_suggestions_and_feedback_but_were_not_listed_here,_and_please_know_that_we_are_grateful_to_you_all_the_same...)
str_credits_10 Paradox_Interactive^^President_and_CEO:^Theodore_Bergqvist^^Executive_Vice_President:^Fredrik_Wester^^Chief_Financial_Officer:^Lena_Eriksson^^Finance_&_Accounting:^Annlouise_Larsson^^VP_Sales_&_Marketing_US:^Reena_M._Miranda^^VP_Sales_&_Marketing_EU:^Martin_Sirc^^Distribution_Manager_Nordic:^Erik_Helmfridsson^^Director_of_PR_&_Marketing:^Susana_Meza^^PR_&_Marketing:^Sofia_Forsgren^^Product_Manager:^Boel_Bermann
str_credits_11 Logotype:^Jason_Brown^^Cover_Art:^Piotr_Fox_Wysocki^^Layout:^Christian_Sabe^Melina_Grundel^^Poster:^Piotr_Fox_Wysocki^^Map_&_Concept_Art:^Ganbat_Badamkhand^^Manual_Editing:^Digital_Wordsmithing:_Ryan_Newman,_Nick_Stewart^^Web:^Martin_Ericsson^^Marketing_Assets:^2Coats^^Localization:^S&H_Entertainment_Localization^^GamersGate:^Ulf_Hedblom^Andreas_Pousette^Martin_Ericson^Christoffer_Lindberg
str_credits_12 Thanks_to_all_of_our_partners_worldwide,_in_particular_long-term_partners:^Koch_Media_(Germany_&_UK)^Blue_Label_(Italy_&_France)^Friendware_(Spain)^New_Era_Interactive_Media_Co._Ltd._(Asia)^Snowball_(Russia)^Pinnacle_(UK)^Porto_Editora_(Portugal)^Hell-Tech_(Greece)^CD_Projekt_(Poland,_Czech_Republic,_Slovakia_&_Hungary)^Paradox_Scandinavian_Distribution_(Scandinavia)
str_faction_strength_crushed crushed
str_faction_strength_spent_and_wavering spent_and_wavering
str_faction_strength_weakened weakened
str_faction_strength_in_good_state in_a_good_state
str_faction_strength_strong strong
str_faction_strength_very_strong very_strong
str_faction_strength_unmatched unmatched
str_theater_se Gondor
str_theater_sw Rohan
str_theater_c South_Rhovanion
str_theater_n North_Rhovanion
str_tfr_name_strings_begin tfr_name_strings_begin
str_captain_of_the_eorl_guard Captain_of_the_Eorl_Guard
str_captain_of_the_brego_guard Captain_of_the_Brego_Guard
str_captain_of_edoras Captain_of_Edoras
str_promote You_have_been_working_well_for_the_realm._Now_you_can_be:
str_subfaction_gondor_name_begin Gondor
str_subfaction_gondor_name1 Pelargir
str_subfaction_gondor_name2 Dol_Amroth
str_subfaction_gondor_name3 Lamedon
str_subfaction_gondor_name4 Lossarnach
str_subfaction_gondor_name5 Pinnath_Gelin
str_subfaction_gondor_name6 Ithilien
str_subfaction_gondor_name7 Blackroot_Vale
str_default_rumor The_War._Everybody_is_talking_about_the_war.
str_rohan_rumor_begin It_breaks_my_heart_to_see_my_babies_off_to_war!__But_without_them_the_men_would_have_to_walk.
str_rohan_rumor_2 I_hear_the_Orcs_eat_horses.__Savages!__Oh,_yeah,_they_also_eat_prisoners.__That's_bad,_too,_of_course.
str_rohan_rumor_3 There_are_no_horses_finer_than_Rohan's._Even_the_Elves_get_their_horses_from_us!
str_rohan_rumor_4 If_you're_a_healer_of_men_please_treat_my_horses_with_just_as_much_care_should_they_be_wounded.
str_rohan_rumor_5 Bring_me_8_Sumpter_Horses,_-_he_says..._after_the_7_he_asked_for_yesterday.__Makes_you_wonder.
str_rohan_rumor_6 Gondor_prefers_sturdier_horses._Our_riders_enjoy_speed._The_Elves_buy_only_the_best,_which_means_from_us_of_course_--_so_to_get_the_very_best_Rohan_horse_you'll_have_to_buy_it_from_them.
str_rohan_rumor_7 I've_seen_examples_of_the_Desert_Mare_and_Variag_Kataphract.__Rohan_horses_are_superior_but_require_a_more_experienced_rider_to_handle.
str_rohan_rumor_8 Wargs_are_slow_but_very_maneuverable.__They're_also_quite_fragile_compared_to_a_well-bred_warhorse.
str_rohan_rumor_9 No_army_fights_Rohan_without_pikes_and_spears_to_set_against_our_horsemen.__Saruman_will_cut_down_the_whole_Fangorn_forest_equipping_his_armies_before_this_war_is_done.
str_rohan_rumor_10 Being_the_best_horsemen_in_the_realm_starts_with_raising_the_best_horses.
