
str_yes|是。
str_name_orc_15|德薩格
str_name_orc_16|德瑞古
str_name_orc_17|杜加羅德
str_name_orc_18|俄古斯
str_name_orc_19|范達
str_name_orc_20|法爾蓋
str_name_orc_21|佛茲霍格
str_name_orc_22|弗爾博格
str_name_orc_23|古魯格
str_name_orc_24|格納魯格
str_name_orc_25|格魯格
str_name_orc_26|哈古克
str_name_orc_27|霍克努克
str_name_orc_28|伊格穆特
str_name_orc_29|喬拉
str_name_orc_30|尤卡
str_name_orc_31|卡古
str_name_orc_32|克洛格
str_name_orc_33|克羅圖
str_name_orc_34|庫魯加
str_name_orc_35|馬爾古格
str_name_orc_36|馬卓格
str_name_orc_37|納加特
str_name_orc_38|努布
str_name_orc_39|努巴格
str_name_orc_40|奧加
str_name_orc_41|奧洛達
str_name_orc_42|奧莫格魯
str_name_orc_43|奧波古克
str_name_orc_44|奧爾戈斯
str_name_orc_45|佩瑟格
str_name_orc_46|波福克
str_name_orc_47|普魯塔
str_name_orc_48|拉古克
str_name_orc_49|洛瑪羅德
str_name_orc_50|葛布
str_name_orc_51|薩古魯格
str_name_orc_52|斯洛格
str_name_orc_53|蘇甘
str_name_orc_54|蘇爾加
str_name_orc_55|托魯格
str_name_orc_56|圖巴格
str_name_orc_57|烏爾加特
str_name_orc_58|瓦爾古克
str_name_orc_59|佐羅格
str_name_orc_60|祖努古克
str_surname_1|塔洛斯的{s50}
str_surname_2|羅薩納奇的{s50}
str_surname_3|埃瑞赫的{s50}
str_surname_4|艾德西隆得的{s50}
str_surname_5|佩拉吉爾的{s50}
str_surname_6|林何的{s50}
str_surname_7|艾斯林的{s50}
str_surname_8|奧德堡的{s50}
str_surname_9|艾辛格的{s50}
str_surname_10|西谷的{s50}
str_surname_11|孤山的{s50}
str_surname_12|東谷的{s50}
str_surname_13|黑門的{s50}
str_surname_14|西力斯昂哥的{s50}
str_surname_15|奧斯吉力亞斯的{s50}
str_surname_16|摩瑞亞的{s50}
str_surname_17|河谷鎮的{s50}
str_surname_18|長湖鎮的{s50}
str_surname_19|多爾哥多的{s50}
str_surname_20|剛達巴的{s50}
str_surname_21|長身{s50}
str_surname_22|憔悴的{s50}
str_surname_23|戒靈{s50}
str_surname_24|雀之{s50}
str_surname_25|被詛咒的{s50}
str_surname_26|傷痕累累的{s50}
str_surname_27|公正的{s50}
str_surname_28|冷酷的{s50}
str_surname_29|赤之{s50}
str_surname_30|黑之{s50}
str_surname_31|高個子{s50}
str_surname_32|星瞳{s50}
str_surname_33|無畏的{s50}
str_surname_34|啃樹者{s50}
str_surname_35|狡猾的{s50}
str_surname_36|懦夫{s50}
str_surname_37|愉快的{s50}
str_surname_38|敏捷的{s50}
str_surname_39|游吟詩人{s50}
str_surname_40|果敢的{s50}
str_surname_41|急性子的{s50}
str_number_of_troops_killed_reg1|擊殺人數：{reg1}
str_number_of_troops_wounded_reg1|擊傷人數：{reg1}
str_number_of_own_troops_killed_reg1|友方部隊死亡人數：{reg1}
str_number_of_own_troops_wounded_reg1|友方部隊受傷人數：{reg1}
str_retreat|撤退！
str_siege_continues|打鬥持續著...
str_casualty_display|我軍傷亡：{s10}^敵軍傷亡：{s11}{s12}
str_casualty_display_hp|^你受到了{reg1}點傷害。
str_quest_log_updated|任務日誌已更新…
str_banner_selection_text|你已被授予攜帶旗幟的權利。旗幟象徵你的地位並帶來榮譽。你想要選擇哪一面旗幟呢？
str_loot_village|攻擊無辜的村民
str_steal_from_villagers|從窮困的村民手中偷竊
str_rob_caravan|打劫一支商隊
str_sell_slavery|把人賣去當奴隸
str_men_hungry|食物沒了
str_men_unpaid|無法支付手下人馬的工資
str_excessive_casualties|犧牲太多我們的士兵
str_surrender|向敵人投降
str_flee_battle|從戰場逃跑
str_pay_bandits|向普通強盜妥協
str_fail_quest|失敗了一個用我們榮譽擔保的任務
str_squander_money|揮霍因信任而得到的錢
str_murder_merchant|參與冷血的謀殺
str_round_up_serfs|替貴族圍捕農奴
str_battle_fate_1|我們在激烈的戰鬥中分散了
str_battle_fate_2|我受了傷被留在那裡等死
str_battle_fate_3|我被敵人擊昏了
str_battle_fate_4|我被抓走並被用來換取贖金
str_battle_fate_5|我被抓住，但後來設法逃脫了
str_npc_morale_report|我對你選擇的同伴感到{s6}，對你的領導風格感到{s7}，對現在整體的情況感到{s8}。
str_happy|開心
str_content|滿意
str_concerned|有疑慮
str_not_happy|不開心
str_miserable|嚇壞了
str_morale_reg1|士氣：{reg1}
str_bar_enthusiastic|                   熱情的
str_bar_content|              滿足
str_bar_weary|          厭倦
str_bar_disgruntled|     不滿
str_bar_miserable|  悲慘的
str_here_plus_space|這裡
str_npc1_intro|你好，戰士，歡迎來到漢那斯安南。
str_npc2_intro|你好，訪客！我可以問你來這裡有什麼事嗎？
str_npc3_intro|吼！請別大聲喧嘩，旅行者。
str_npc4_intro|戰士啊，歡迎來到美杜賽爾德！
str_npc5_intro|你好啊{playername}。很高興見到你！
str_npc6_intro|離我遠點，陌生人！我可不想和你說話！
str_npc7_intro|奇力，德瓦林之子，樂意效勞！
str_npc8_intro|歡迎來到河谷鎮，旅行者！有什麼我可以做的嗎？
str_npc9_intro|噓！如果你向警衛揮手，我就把你的內臟切下來，餵給座狼吃！
str_npc10_intro|你 !
str_npc11_intro|啊！你不是這附近的？我可以聞出來，要是你跟大佬說我不能聞，我會把你的眼珠從你眼眶裡揪出來！
str_npc12_intro|哦吼！你在這兒藏著想要做什麼？
str_npc13_intro|站住！你來酋長的帳篷要做什麼？
str_npc14_intro|陌生人，你走路的姿勢說明你家離海不遠。
str_npc15_intro|讚美邪眼，一個戰士！
str_npc16_intro|在東方的土地上，一個我從未見過的人直接走進我的帳篷可是很少見的事兒。你來這裡做什麼？長話短說。
str_npc17_intro|嘿，你喜歡我們這兒的樹麼？
str_npc1_intro_response_1|你好，追蹤者大師。南方的遊俠過得如何？
str_npc2_intro_response_1|我的事就是剛鐸的事，你又是誰？
str_npc3_intro_response_1|也祝你有個美好的一天，有什麼問題嗎？
str_npc4_intro_response_1|妳好，女士。我是否有幸得知妳的芳名？
str_npc5_intro_response_1|你好啊精靈領主！能遇見你真是榮幸。
str_npc6_intro_response_1|這是西爾凡精靈(木精靈別稱)向客人打招呼的方式？
str_npc7_intro_response_1|{playername} 竭誠為您服務。都靈的子民們過得如何？
str_npc8_intro_response_1|向你問好，我還在想是否有志願者可以加入我們的旅程呢。
str_npc9_intro_response_1|把你的敵意放下，奇獸人！我不是告密者。
str_npc10_intro_response_1|你是誰？
str_npc11_intro_response_1|你是誰？
str_npc12_intro_response_1|你是誰？
str_npc13_intro_response_1|你是誰？
str_npc14_intro_response_1|你是誰？
str_npc15_intro_response_1|讚美邪眼，下僕。說出你的故事！
str_npc16_intro_response_1|你是誰？
str_npc17_intro_response_1|幽暗密林是一篇壯麗的森林。你是誰？你知道關於這片樹林的很多細節麼？
str_npc1_intro_response_2|算了，恐怕洞穴並不是交談的好地方。
str_npc2_intro_response_2|算了吧，我沒時間跟守衛交談。
str_npc3_intro_response_2|算了吧，我會在其他地方'喧嘩'的。
str_npc4_intro_response_2|不好意思，我在其他地方還有更重要的事情得處理。
str_npc5_intro_response_2|不好意思，我還有一些不那麼重要的客人要招待。
str_npc6_intro_response_2|我也正有此感，再見。
str_npc7_intro_response_2|沒關係，我需要一些新鮮空氣。
str_npc8_intro_response_2|沒關係，我們僅僅是在觀光而已。
str_npc9_intro_response_2|我只是在做我的事情而已，不然的話我的用劍手會癢。
str_npc10_intro_response_2|[忽略並離開]
str_npc11_intro_response_2|管好你自己，渣滓！
str_npc12_intro_response_2|管好你自己，渣滓！
str_npc13_intro_response_2|管好你自己就行了！
str_npc14_intro_response_2|管好你自己就行了！
str_npc15_intro_response_2|嗯？把你的小爪子留給你自己吧，下僕。
str_npc16_intro_response_2|管好你自己就行了！
str_npc17_intro_response_2|是的，這裡的每棵樹木都令人感到愉悅，但我現在得走了。
str_npc1_backstory_a|朋友啊，你來的真不是時候。伊錫利恩正被敵軍的斥候和掠奪者淹沒，半獸人大軍也正在移動。我們有試圖阻止這些污穢的生物跨越大河而我也曾領著一群技藝精湛的遊俠取得一次又一次的成功。我的隊長法拉墨是個果敢的人所以我也不會因頭上籠罩的陰影而絕望。
str_npc2_backstory_a|啊，你能問我真是受寵若驚。我剛被分配到守衛攝政王的廳堂，要我來說，是我引以為傲的職責，如果沒那麼閒就好了。
str_npc3_backstory_a|嗯，我的舊頭盔每分鐘都在變小而且大地就像我騎在樹枝上般不停地晃動。啊，要是我昨晚沒把那些麥酒都喝光就好了-我平時酒量很好的，一定是喝到了汙穢的半獸人酒。
str_npc4_backstory_a|我的名字是格爾瑪，今天是專程來見你的，{playername}。讓我來告訴你原因吧。
str_npc5_backstory_a|你可能曾聽說過我在戰場上的功績，那早已被凡人遺忘的功績。這次戰爭將會是艾爾達面臨的又一次危機，但這將是最後一次戰爭。 (注：艾爾達是精靈的別稱，星辰的子民)
str_npc6_backstory_a|請原諒我的莽撞，陌生人，我們這裡的訪客很少並且他們看起來都並不可信。數週之前，這個矮人出現在這裡然後…不好意思，我跑題了。我的名字是露亞瓦納，幽暗密林中的西爾凡精靈(木精靈別稱)。
str_npc7_backstory_a|感謝你這麼禮貌的詢問，{playername}。我們這在和入侵的東方人以及剛達巴半獸人交戰，但目前為止，沒有什麼事兒是我們和我們的河谷鎮盟友不能解決的。
str_npc8_backstory_a|如果你去詢問兵營軍需官的話，可以肯定你會找到一些志願者。至於我？我有中等層次的治療師和草藥醫生技能。
str_npc9_backstory_a|好啊，人們都叫我葛瑪。用腸子都能猜到我的頭兒和他手下那幫下僕正在獵殺我。 ^這群無用的豬玀！之前，我們被一群稻草人(對洛汗人的貶義稱呼)巡邏隊埋伏…他打輸了。 ‘退後！ ’他這樣尖叫道，然後就跑掉了。只有葛瑪和少數幾個還站得穩，並把騎兵衝鋒給打破了。呵呵呵，我們之後還把那群黃頭髮打成糊。當初要不是我們強大，早就不知道被什麼東西消化掉了。
str_npc10_backstory_a|我是都戈什！
str_npc11_backstory_a|不！不是跟踪者！這是誰？他們把我扔出來了！我跟你說，他們都失心瘋了，就是如此。詛咒他們！一開始他們說我射箭不准，又說我跑得太慢，最後說我鼻子不靈。啊呸！要不是他們老找我麻煩，我早就進黑坑(邪黑塔周邊)了。我一定要把那些大佬的皮剝下來，再佔了他們的位置！
str_npc12_backstory_a|我在這裡指揮一群伙計。我是哥巴葛，你最好快點兒學會這個道理—我們強獸人才是這裡真正的頭兒。大頭兒有時會打滑，哪怕最大的頭兒也會犯錯。總是可憐的強獸人把錯誤扶正，獎賞卻很少。他們甚至不會告訴我們他們知道的事情，不是麼？他們連一半都不說，唔啊啊啊啊啊！
str_npc13_backstory_a|我？我是南方沙漠的一顆砂礫，被寒冷和黑暗的夜風吹向北方。我是萊克雅達，哈拉德的蛇王，金蛇之主，黑蛇部落的詛咒，現服務於黑暗之主的意志。
str_npc14_backstory_a|我是弗達墨，昂巴南方領域之子。哈隆鐸之南，貝爾法拉斯灣，兩者都是我和我人民的家鄉。我們是海洋與航行的君王，某些人口中的海盜，貝爾法拉斯灣的同類。
str_npc15_backstory_a|我 是 天 才 的 博扎格，整 骨 師，縫 傷 者 和 治 療 薩 滿。 如 果 你 為 索 倫 之 眼 而 戰，毫 無 疑 問，你 的 小 伙 伴 會 被 臉 色 蒼 白 的 山 林 人 或 馬 匹 愛 好 者 砍 傷。 現 在，哼 哼 哼！ - 半 獸 人 很 容 易 取 代，但，偉 大 的 領 袖，你 如 何 替 換 座 狼？巨 人？ 洞 穴 食 人 妖？噓 噓！ 沒 辦 法！ 你 需 要 我，偉 大 的 博 爾 佐 格！
str_npc16_backstory_a|那麼現在，應該首先聲明自己是陌生人。\n儘管如此，我是畢額丘斯的瓦爾凡...我可以說你還沒有聽過我的土地的歌曲或故事，這些歌曲或故事的名字叫畢額丘斯，因為這個名字會考驗你的勇氣，讓你的心充滿悲傷。
str_npc17_backstory_a|人們叫我丁博，我在樹林裡工作。那裡很好，我喜歡樹林。樹林裡有很多樹，我喜歡樹。我這一輩子都在樹林裡工作，因為我很強壯，也因為我喜歡樹。
str_npc1_backstory_b|你應該知道我是名繼承了登丹人血統與英勇的伊錫利恩遊俠。我知道如何追蹤和偵查而無數半獸人則知道我的劍藝與弓術。我也能訓練任何願意與陰影對抗的靈魂。
str_npc2_backstory_b|我被訓練成米那斯提力斯的看守，維護白之城的治安並為吾攝政王服務。
str_npc3_backstory_b|我是西谷伊奧雷德的騎手-他們去艾辛河淺灘巡邏時沒有帶上我。我知道他們的行為將配得上綠色旗幟，但恐怕許多人會回不來。
str_npc4_backstory_b|我生在一個貴族家庭中而從我還是小女孩的時候就被選作伊歐玟女士的伴娘服侍著她。我們的父親們很明智地允許我們跟兄弟一起接受戰鬥訓練，讓我們成為了洛汗的執盾女。
str_npc5_backstory_b|我是埃爾隆德大人向凱勒鵬大人派遣的大使，我的任務包括提供援助與建議，以支援位於羅馬尼安的戰爭。
str_npc6_backstory_b|我很喜歡遊走在我們美麗森林的隱蔽小徑中有時我會放輕腳步，去觀察林中動物的習性對伊甸人來說，成捆的武器和高大的城牆很美;但就我個人而言，稀有鳥兒歌唱和野豬巢穴也並不遜色。
str_npc7_backstory_b|在我尊敬的父親德瓦林的指揮下，也正如我們的傳統一般，我曾幫助加強孤山的防禦並訓練了一群矮人小伙子們。
str_npc8_backstory_b|我曾治愈了吾王布蘭德的便秘，一個常見但影響男人上戰場的不適。一杯輕釀蒿木酒，腸道和精神就都放心了。
str_npc9_backstory_b|於是我問我自己：'葛瑪，你打算以一坨爛肉的身份結束此生麼？'然後我回答：'絕不'^之後的一場戰鬥，我假裝受傷退到了部隊最後面，在沒人注意的情況下把我的頭兒幾乎劈成了兩半，又把他的助手下僕殺個精光^^...讓我沒想到的是，那個該死的爬行動物竟然沒死，還四處嚼舌根。下次遇到他我會保證把他的頭擰下來，啊哈哈...
