qstr_{s31}{reg28?Those:Tha  = "{s31}{reg28?Bu:Bu} yaararlı {reg28?askerler:asker} {s21}'i tutmamıza yardımcı olur.{s32}^^[ {reg14} kadar {s14} Kaynak Puanı kazandın]"
qstr_{s4}_^Oh_and_take_ba  = "{s4} ^ Oh, askerlerinizi geri alın, bizim soyumuzdan değiller."
qstr_You_have_reinforced_  = "{Reg55} birlikleriyle {s8}'i güçlendirdiniz."
qstr_I_don_t_need_them_an  = "Onlara zaten ihtiyacım yok, o yüzden senin olsun."
qstr_It_is_my_duty_to_pro  = "Halkımızı korumak benim görevimdir."
qstr_It_is_my_duty_to_prot  = "Müttefiklerimizi korumak benim görevimdir."
qstr_I_am_{s4}_{s15}_of_{  = "Ben {s4}, {s6}'ın {s15}'ıyım"
qstr_I_am_{s4}_a_commande  = "Ben {s4}, {s6}'ın kumandanıyım."
qstr_{s9}{reg5?_and_the_r  = "{s9}{reg5? {s8} hakimiyim.:."
qstr__{s3}_gained_{reg78}  = " {s3} {reg78} tecrübe kazandı."
qstr_{playername}_our_sco  = "{playername}, izcilerimiz başarılarının haberlerini getirdi. Bu günden sonra kutsanmış olarak yaşayasın! {s7} birliklerine karşı aldığın galibiyet, düşmanımızı yavaşlattı. Şimdi kendi komutanları arasında bir çekişme var, ve açık konuşmak gerekirse bir süre senden korkacaklar. En azından bize bir süre dinlenmemiz için vakit kazandırmış oldun."
qstr_Well_{playername}_yo  = "{playername} Döndün, ve iyi haberlerle gelmiş gibisin. Sırf övünmek ve sıcak havadan oluşmadığını görüyorum - ah, eğer {s7} 'in senin önünde düştüğünü görebilseydim! Düşmanlarımız hiç şüphesiz ümidini kaybetmiştir. Kafalarını da kaybetmişlerdir, eminim. Söylendiği gibi yılanın kafasını kes ve olay bitmiştir. Şimdi gerçek zaferi kazanmak için ordumu sürmeliyim. Katkın üstlerine bildirilecek {playername}, bu konuda endişen olmasın."
qstr_Alas_that_I_could_no  = "{s8} topraklarında {s7} denen kişiye mutlak bir son getiremedim, Ama tekrar görüşmemiz gerekirse, dikkat etmelerini söyle."
qstr__I_should_rather_mak  = "  {s8} topraklarında {s7} denen kişiye karşı zaferimi şahsen rapor etmeliyim - Büyük zafer benimdir ve sen bunu unutmayacaksınız!"
qstr_Very_well_done_{play  = "Çok iyi, {playername}! Hem casusu hem de işbirlikçisini tıpkı umduğum gibi yakaladınız, çift şimdi güvenli bir yerde kilitlendi ve sorgulanmayı bekliyorlar. Bazıları açıklama yapacak! Her neyse, başarılarınızdan çok memnunum {playername}, sana bu çantayı minnettarlığımın göstergesi olarak veriyorum."
qstr_Beautiful_work_{play  = "Güzel iş, {playername}! Hem casusu hem de işbirlikçisini tıpkı söylediğin gibi yakaladın ve çift şimdi zindanda kilitli ve sorgulanmayı bekliyor. İşkencecim bu akşam bayağı meşgul olacak! Her neyse, başarılarınızdan çok memnunum {playername}, sana bu çantayı minnettarlığımın göstergesi olarak veriyorum."
qstr_Foiling_the_enemy_s_  = "Düşmanın mülteci trenlerine saldırma girişimlerini engellemek kararlarını zayıflattı ({reg18} yağmacılarına karşı zaferinden dolayı {s1} tarafı {reg19} adet kuvvet puanı kaybetti)."
qstr_The_slaughter_and_lo  = "Mülteci grubunun katledilmesi ve yağmalanması düşmanı güçlendirdi ({s1} 50 Taraf Kuvveti kazandı)."
qstr_You_did_however_defe  = "Bununla birlikte {reg18} akıncılarını alt ederek düşmanın azmini zayıflattın ({s1} {reg19} Taraf Kuvveti kaybetti)."
qstr_The_slaughter_and_loo  = "Mülteci treninin katledilmesi ve yağmalanması düşmanı güçlendirdi ({s1} tarafı {reg20} adet kuvvet puanı kazandı)."
qstr_Killing_the_refugees  = "{s1} tarafından mültecileri öldürüp sağ kalanları köleleştirmek insanlarını kahretti ({s1} tarafı {reg19} adet kuvvet puanı kaybetti)."
qstr_{reg20}_refugee_trai  = "{reg20} mülteci trenleri kaçtı ve düşmanın moralini yükseltti ({s1} tarafı {reg22} adet kuvvet puanı kazandı)."
qstr_You_did_however_defea  = "Ancak yinede {reg18} mülteci trenini yendin, düşmanın kararlılığını zayıflattın ({s1} tarafı {reg19} adet kuvvet puanı kaybetti)."
qstr_My_lord_{s12}_is_saf  = "Lordum, {s12} güvendedir. Korsanlar defedildi."
qstr_My_lord_Esgaroth_is_  = "Lordum, Esgaroth güvende. Rhûn adamları yenildi."
qstr_The_surroundings_of_  = "{S12} çevresi yanıyor. Yağma gerçekten harikaydı!"
qstr_The_surroundings_of_E  = "Esgaroth'un çevresi yanıyor. Yağma gerçekten harikaydı!"
qstr_This_is_welcome_news  = "Bu gerçekten hoş bir haber, {playername}. Korsanlardan bu kadar cesur bir harekete hazır değildik. Ama senin sayende, siyah yelkenler en azından bir süreliğine uzaklara sürüldü ve en azından bugün onlara bir darbe vurabileceğimizi umabiliriz. Teşekkürler."
qstr__Good_work_{playerna  = " İyi iş çıkardın, {playername}! Sandığımızdan çok daha kurnazca bir hamleydi bu, haklarını yemeyelim şimdi. Ancak bu Doğulular, teknelerinde atlarında olduklarınkinin yarısı kadar savaşamıyorlar, öyle görünüyor! Belki biz de kendimize ait filomuzu başlatmayı düşünmeliyiz ... Her neyse, size teşekkür ediyoruz, {playername}, Esgaroth ve Dale'in tüm insanları adına."
qstr_Even_from_here_we_co  = "Buradan bile alevleri görebilir ve düşmanlarımızın rüzgârdaki umutsuzluğunu koklayabiliriz! Muhteşem bir iş çıkardın, {playername}. Şimdi Gordor'da her erkeğin, kadının ve çocuğun kalbine korku girecek, çünkü bilecekler ki en güçlü kaleleri bile bizim için ulaşılamaz değil."
qstr_Even_from_here_we_cou  = "Buradan bile, alevleri görebiliriz ve düşmanlarımızın rüzgârdaki umutsuzluğunu koklayabiliriz! Görkemli bir iş, {playername}. Bırakalımda Terör şimdi Dale'deki her erkeğin, kadının ve çocuğun kalbine ulaşsın. Çünkü artık biliyorlar ki, en güçlü kaleleri bile, bizim erişemeyeceğimiz kadar uzakta değil!"
qstr_My_lord_they_fell_up  = "Lordum, üzerimize büyük bir güçle geldiler. Korsanları geri gönderemedik."
qstr_My_lord_they_fell_upo  = "Lordum, üzerimize büyük bir güçle geldiler. Rhûn savaşçılarını geri gönderemedik."
qstr_The_raid_on_{s12}_fa  = "{S12} 'deki baskın, müttefiklerimizin yetersizliği nedeniyle başarısız oldu!"
qstr_This_raid_was_ill_fa  = "Bu baskın, başlangıçtan itibaren hatalıydı. O cılız lağımlara asla girmemeliydik!"
qstr_This_is_evil_news_yo  = "Bu, getirdiğin kötü haber. Kara yelkenler gittikçe cesurlaşıyor ve şimdi bütün Belfalas artık gölgelerinin altında. Başarısızlığınız için sizi çok fazla suçlamayacağım, {playername}, ama gerçekten acıyan bir darbe, acıyan bir darbe oldu. Git şimdi. Umut, Gondor için azalıyor ve geriye kalanları canlı tutmak için savaşmalıyız."
qstr_This_is_evil_news_you  = "Bu getirdiğin kötü haber. Doğulular daha cüretkâr oluyor ve Esgaroth yanıyor. {playername}, Başarısızlığınız için sizi suçlamıyorum, ama boğazdan bir darbe aldık, acıyan bir darbe. Git şimdi.  Umut Krallıgımız için azalmazdır, ve hayatta kalanları canlı tutmak için savaşmalıyız."
qstr_Pah!_It_seems_you_we  = "Hah! Görünüşe göre yüzgeçlerini kaybettin {playername}. Şimdi bu Gondorlular, yüksek kulelerinde, krallar gibi dertsiz oturuyorlar, gülüyorlar kara yelkenler yanarken! Belki de bir kadırganın küreklerindeki bir ipucu, birlikleriniz için uygun bir ceza olurdu.; ne yazık ki onlar senin emrindeler, benim değil. Göz'ün hoşuna gitmeyecek. Beni yalnız bırak."
qstr_Have_you_nothing_bet  = "Başarısızlığınız için önereceğiniz zayıf mazeretlerden daha iyi bir şeyiniz yok mu {playername}? Belki de inandığımız kadar güçlü değilsindir. Gelecekte amacımıza daha iyi hizmet et, {playername}. Zayıflar için merhamet olmayacak!"
qstr_{playername}_we_have  = "{playername}, Isengard hemen ayaklarımızın ucunda yer alıyor. Son savunma hatlarını kurdular ve Saruman'ı kulesinde koruyorlar. Benimle gel ve yüzleşelim!"
qstr_Are_you_ready_to_mee  = "Isengard'ın son savunması ile tanışmaya hazır mısın?"
qstr_I_am_ready_to_ride_w  = "Seninle Isengard'a karşı birlikte at sürmeye hazırım."
qstr_I_am_ready_to_ride_wi  = "Seninle at sürmeye ve dostlarınla tanışmaya hazırım. Şimdi bunu bitirelim."
qstr_I_am_not_ready_to_ri  = "Ben seninle at sürmeye henüz hazır değilim. Biraz daha zamana ihtiyacım var."
qstr_You_do_not_have_enou  = "Bu savaşta yardımcı olacak kadar birliğiniz yok. En az 30 kişi toplayın ve yakında bana katılın!"
qstr_Stay_close_we_will_t  = "Yakında kal, düşmanın yanına yakın pozisyon alacağız. Hepimiz toplanınca saldırıya başlayacağız."
qstr_You_have_taken_too_l  = "Çok uzun sürdün... Şimdi, senle veya sensiz gideceğiz. Düşmanın yakınında toplanacağız ve 3 gün içinde saldıracağız."
qstr_Make_haste_{playerna  = "Acele edin, {playername}. Onların kurtulmasını istemiyoruz."
qstr_Your_mission_is_comp  = "Görevin tamamlandı, {s9} senden bir sonraki emirlerine kadar onu takip etmeni istiyor."
qstr_{s13}_asked_you_to_g  = "{s13}, {reg3} tane {s4}toplamanı ve ona ona teslim etmeni istedi."
qstr_Moreover_should_you_  = "Eğer, {s24} olursan Savaş Konseyine katılma hakkı kazanacaksın. Burada savaşın kaderini değiştirebilecek kararlar verebilirsin. Şu anda, bir {s25} olarak, sadece emirleri takip et ve yakınlarda kal. Yakında harekete geçeceğiz."
qstr_For_the_moment_just_  = "Şu an için bizi takip et ve yakın dur. Yakında harekete geçeceğiz."
qstr_{s9}_asked_you_to_sc  = "{s9} senden {s13}, {s14} ve {s15}'i gözetlemeni ve ona rapor vermeni istedi."
qstr_You_have_been_most_h  = "Çok yardımcı oldun, {playername}. Teşekkürler."
qstr_You_are_a_good_serva  = "Sen iyi bir hizmetkarsın, {playername}. Hep böyle ol."
qstr_Superb_work_{playern  = "Muhteşem bir iş, {playername}. Senin tarzını beğeniyorum."
qstr_Your_efficiency_is_p  = "Verimliliğiniz memnuniyet verici, {playername}. Devam edin daha da ileriye gidin."
qstr_It_was_an_honour_to_  = "Hizmet etmek bir onurdu."
qstr_Your_wish_is_my_comm  = "İsteğiniz benim için bir emirdir."
qstr_Sauron_in_Mordor_the  = "Mordor'daki Sauron, Umbar Korsanları, Khand'lı Variaglar ve Harad Kabile üyeleri"
qstr_Saruman_in_Isengard_  = "Isengard'daki Saruman ve Dunland'ın Vahşi Adamları"
qstr_Orcs_of_Moria_and_Do  = "Moria ve Dol Guldur Orkları"
qstr_Orcs_of_Gundabad_and  = "Gundabad Orkları ve Rhun Savaşçıları"
qstr_Men_of_Gondor  = "Gondor'un adamları"
qstr_Riders_of_Rohan  = "Rohan Atlıları"
qstr_Elves_of_Imladris_an  = "Imladris ve Lothlorien Elfleri"
qstr_Men_of_Dale_Dwarves_  = "Dale İnsanları, Erebor Cüceleri, Beorn'un soydaşları, ve Kuyutorman Elfleri"
qstr_Ah_{playername}_it_i  = "Ah, {playername}, hoşgeldin. Savaş bizim kapımızda ve yeminlerini yerine getirmeleri için askerlere ve kaptanlara ihtiyacımız var.^^{S11} ile savaşıyoruz,  güçlü noktalarına ve kalelerine karşı hareket etmeyi umabilmek için gücümüzü toplamalı ve düşmanı zayıflatmalıyız. Düşmanlarımızın her yenilgisi bizi zafere yaklaştırır ve kararlılığımızı güçlendirir, bu yüzden düşmanımızla her fırsatta savaşacağınıza güveniyorum, sadece bir keşif partisi veya bir savaş birliği bile olabilir. Ancak, yalnızca savaş için acele etmeyin, cesur kaptanlarımız ve müttefiklerimizle birlikte de savaşmalısınız."
qstr_About_time_you_showe  = "Tam zamanında çıkageldin {playername}. Şu anda savaştayız ve herhangi bir itaatsizliği müsamaha göstermeyeceğim. {s11} ile savaştayız, hasmın kalelerine yürümeden evvel tez vakte gücümüzü toplamalı ve hasmımızı sahada bertaraf etmeliyiz. Hasmımızın her mağlubiyeti bizim savaş alanındaki gücümüzü artıracak ve onları kesin yenilgiye bir adım daha yaklaştıracak. O yüzden her fırsatta düşmanla çarpışmanı istiyorum, ister bir izci grubu olsun ister savaş güruhu olsun. Aynı zamanda yüzbaşlarımızı ve müttefiklerimizi savaşırken görürsen onları desteklemek durumundasın. Sakın onları başarısızlığa uğratma yoksa sonuçları ağır olur."
qstr_we_are_fighting_agai  = "{s13}'e karşı mücadele ediyoruz"
qstr_we_are_not_fighting_  = "Şu anda hiçkimse ile savaş durumunda değiliz"
qstr__{s14}_gained_{reg78  = " {s14} {reg78} tecrübe kazandı."
qstr_Oh?_Let_me_see_that.  = "Oh? Bir bakayım ... Çok iyi! Bunu bana getirdiğin çok iyi oldu, {playername}. Mührümü bunu aldığımın kanıtı olarak kabul et ve {s9}'u tekrar gördüğün zaman ona saygılarımı ilet."
qstr_Give_me_that!_Hrmph!  = "Ver şunu bana! Hıh! Bunu bana getirdiğin iyi oldu, {playername}, sen faydalı bir hizmetcisin. {s9} 'a söyle seni daha sık çalıştırsın."
qstr_What?_Let_me_see_tha  = "Ne? Şuna bir bakayım... Hmmm. Bana bunu getirdiğin iyi oldu {playername}. Şimdi Defol."
qstr_Give_me_that!_Hrmph!_  = "Efendin için yararlı bir hizmetkarsın, {playername}, fakat hepiniz yakında ölümü tadacaksınız. Şimdi değil fakat yakında, yani acele etsen iyi olur."
qstr_My_king  = "Kralım"
qstr_Lord  = "Lord"
qstr_my_king  = "kralım"
qstr_lord  = "Lord"
qstr_our  = "bizim"
qstr_your  = "senin"
qstr_Moria_and_Gundabad  = "Moria ve Gundabad"
qstr_Moria  = "Moria"
qstr_Gundabad  = "Gundabad"
qstr_You_swear_an_oath_of  = "{S3}  birliklerine karşı bir intikam yemin ettin. Şimdi önümüzdeki günlerde mümkün olduğunca Moria ve Gundabad birliklerini öldürmelisin. Takipçilerinizin bu yemin tanıklık ettiğine ve Yeminbozan olarak bilinmek istemediğinin farkındasın. Kan akıtmanın şimdi başlaması gerekiyor!^."
qstr_The_search_for_the_L  = "Kayıp Mızrakların araştırılması sizi Kral Bladorthin'in eski kuzey krallığının bulunduğu Dorwinion'a götürdü. DEVAM EDECEK"
qstr__You_need_to_be_{s24  = "(En az {s24} yada daha yüksek olmalısın)."
qstr_You_are_not_worthy_o  = "Yeteneklerime değmezsin. İlk olarak kendini kanıtla, ve {s25} seviyesinin üzerine yüksel. {s2}"
qstr_I_am_sorry._I_cannot  = "Üzgünüm.Sana {s25} olarak eşlik edemem çünkü daha önemli meseleler var. {s2}"
qstr_Yes_I_am_and_I_can_h  = "Evet, ben sana bir fiyat için yardım edebilirim."
qstr_You_heard_right_and_  = "Doğru duydun, ve evet, Sana yardım edeceğim."
qstr__Costs_1000_Resource  = "(Fiyat: 1000 Kaynak Puanı, 5 Nüfuz)"
qstr_I_can_see_that._I_ll  = "Bunu görebiliyorum. Seninle uğraşırken adamlarımı koruyacağım. Biraz zaman alacak. {S2}"
qstr_Yes_I_see_that._I_ca  = "Evet anlıyorum. Sana evet diyor olabilirim, ama bu beni önemli görevlerden uzaklaştıracak. {S2}"
qstr__Costs_1500_Resource  = "(Maliyet 1500 Kaynak puanı, 10 Nüfuz)"
qstr_I_ll_have_my_persona  = "Seninle ilgilenecek kişisel şifacılarım var. Onlar en iyileridir. Yalnızca onları ne zaman görmek istediğini söyle. {S2}"
qstr_I_ll_have_my_personal  = "Elimde adamlarınla ilgilenebilecek şifacılarım var. Onlar en iyileridir. Onlara ihtiyacın olduğunda söylemen yeterli. {s2}"
qstr_I_ll_have_them_here_  = "Kısa süre içerisinde getireceğim."
qstr_Let_us_begin._My_hea  = "Hadi başlayalım. Şifacılarım sen ve adamlarınla ilgilenecek."
qstr_Alright!_This_is_goi  = "Peki! Bu acıtacak... hemde çok."
qstr_Let_us_begin._It_may  = "Hadi başlayalım. bu biraz zaman alabilir. Sadece rahatla ve gerisini bana bırak."
qstr_Impressive..._You_di  = "Etkileyici... Çok fazla korkmadın. Nöbetine geri dön."
qstr_Rest_the_wounds_have  = "Dinlen, yaralar halledildi."
qstr_Your_party_must_be_a  = "Bu göreve başlamak için grubunun en az 30 asker gücünde olması gerekiyor"
qstr_You_were_tasked_to_h  = "Son zamanlarda Kuzey'e zarar veren haydutları avlamak için görevlendirildiniz. Kuyutorman yakınlarındaki sığınaklarında onlara saldırabilir veya onları Beorn'un Evi yakınlarında yakalayabilirsiniz."
qstr_Mordor_gains_Faction  = "Mordor, bir bilinmeyen silahı ele geçirdiğinde Taraf Kuvveti kazanır"
qstr_Beornings_gain_Facti  = "Boerning'lerin Taraf Kuvveti, zafer haberleri duyduklarında artar."
qstr_Beornings_lose_Facti  = "Beorning'ler saldırıya uğradıklarında Taraf Kuvveti kaybederler."
qstr__{s14}_gains_faction  = "Yüzüğün gücünün yayıldığı haberi yayılırsa {S14}'ün Taraf Kuvveti artar."
qstr_You_must_return_and_  = "Yüzük avcılarının liderlerini mağlup ettiğinizi ve sihirli bir yüzüğü ele geçirdiğinizi geri dönüp rapor etmelisiniz."
qstr_You_must_return_and_r  = "Geri dönmeli Yüzük avcılarını mağlup ettiğini rapor etmelisin, ancak liderleri aradıklarını elde etmiş olabilirler."
qstr_Do_you_need_reinforc  = "Takviye kuvvetlerine ihtiyacınız var mı?"
qstr_You_don_t_look_too_s  = "Çok güçlü görünmüyorsun, biraz askere ihtiyacın var mı?"
qstr_^{s14}_is_grateful_t  = "^{s14} sana minnettar, {playername}, {s29}^"
qstr_{s31}{reg28?Those:That  = "{s31}{reg28?Bu:Bu} cesur {reg28?askerler:asker} bizim topraklarımızı savunmamıza kesinlikle yardımcı olur.{s32}^^[ {reg14} kadar {s14} Kaynak Puanı kazandın]"
qstr_{s31}{reg28?Those:That}  = "{s31}{reg28?Bu:Bu} yararlı {reg28?askerler:asker} daha fazla tahribat yaratmamıza yardımcı olacak.{s32}^^[ {reg14} kadar {s14} Kaynak Puanı kazandın]"
qstr_{s4}_^Oh_and_take_bac  = "{s4} ^Ah, ayrıca şu bizim soyumuzdan olmayan askerleri geri alın, onlarla işim yok."
qstr_It_is_my_duty_to_hel  = "Halkımıza yardım etmek benim görevim."
qstr_It_is_my_duty_to_help  = "Müttefiklerimize yardım etmek benim görevim."
qstr_{s31}__Consumable._C  = "{s31} (Kullanılabilir. Yeniden satın alınabilir)"
qstr_{s31}__Can_be_reboug  = "{s31} (Yeniden satın alınabilir)"
qstr_I_wish_to_raze_an_en  = "Düşman yerleşimini yıkmak istiyorum."
qstr_I_wish_to_lead_our_m  = "Adamlarımızı düşman yerleşimine saldırmak için yönlendirmek istiyorum."
qstr_More_snaga_who_will_  = "Kendini düşmanın duvarlarına atacak olan daha fazla snaga mı? İyi dinle ve belki bunu denemene izin verebilirim."
qstr_Indeed?_Few_men_are_  = "Cidden mi? Birkaç asker, siperlerde ölmeye gönüllü olmak için çok hızlı davranıyor. Gitmene izin vermeden önce konuşmamız gereken çok şey var."
qstr_Indeed?_That_is_no_s  = "Gerçekten mi? Bu küçük bir girişim değil ve gitmenize izin vermeden önce tartışmamız gereken konular var."
qstr_First_sieges_are_onl  = "Birincisi, kuşatmalar sadece en güçlüler için bir seçenektir! İşte yapmanız gerekenler:"
qstr_Here_is_all_that_nee  = "Işte bütün yapılması gerekenler:"
qstr_Firstly_we_must_thin  = "İlk olarak, bu görevin engellerini düşünmeliyiz:"
qstr_You_need_sharp_weapo  = "Keskin silahlara, birliklerin ve savaşlarınız için taze ete, yangınları doyurmak için odun ve zayıfların devam etmesini sağlamak için taslaklara ihtiyacın var. Ayrıca pisliklerinizi emir altında tutmanız gerek, yoksa duvarlara bile varmadan hepsi birbirlerini öldürür. Senin elemanlarınla uğraşamayacak kadar kafamız kalabalık bizim — bu kurtçukları hizada tutmak için kafanı ağrıtmaya hazır olun. ^ [{reg3} kaynakları, {reg15} nüfus gerektirir]"
qstr_Steel_must_be_kept_s  = "Çelik keskin tutulmalı, askerler ve atlar beslenmeli, ateş yakılmalı, su getirilmeli, yaralar bakılmalı - mücâdeleyi sürdüremezseniz siz ve adamlarınız bize fayda sağlamaz. Size gerekenleri veremeyecek kadar ince bir hat üzerinde yayıldığımızdan, ordunuzu yapacağımız kuşatma alanında tutmak için gerekenleri sağlamaya hazır olmalısınız.^[{reg3}kaynak, {reg15} nüfuz gerekli]"
qstr_Steel_must_be_kept_sh  = "Çelik keskin tutulmalı, askerler ve atlar beslenmeli, ateş yakılmalı, su getirilmeli, yaralar bakılmalı - daha az ihtişamlı bir savaş ancak surlar üzerinde savaşacağından daha az önemli de değil. Size gerekenleri veremeyecek kadar ince bir hat olarak yayıldığımızdan, ordunuzu kuşatma altında aktif durumda tutmak için gerekenleri sağlamaya hazır olmalısınız.^[{Reg3} Kaynak, {reg15} Nüfuz]"
qstr_Next_if_you_try_to_a  = "Sonra, eğer bir düşman başkentine saldırmaya çalışırsan... henüz ölmediysen sana sadık kalacağım. Sadece Efendi'nin emrettiği yere yürüyeceğiz. Düşmanın zayıf olduğu ve yenilebileceği bir yere gitmelisin."
qstr_Secondly_you_do_not_  = "İkincisi, halkımızı bir düşman Başkentine karşı yönetme izniniz yok. Bu yerler, ancak, kuvvetlerimizin tam gücü birleştiğinde aşılabilir. Düşmanımızı yendiğimiz yerlerin zaman içerisinde yeteri kadar zayıflatıldığı anı bekleyeceğiz."
qstr_Third_{s2}_is_on_its  = "Üçüncüsü, {s2} kendi mücadelesinde. Eğer seçimler iyi gözüküyorsa sizinle savaşacağız, ancak kendi başınıza kazanabilecek kadar güçlü olmalısınız, yoksa uzun süre ayakta kalamazsınız."
qstr_Furthermore_you_must  = "Ayrıca, {s2} kendi dertleriyle meşgul olduğunu bilmelisin. Eğer şartlar uygunsa bizim sancaklarımız muharebelerde sana katılacak, ama umuda güvenme — yalnız kalmak zorunda kalabilirsin."
qstr_Last_remember_that_a  = "Son olarak, bir {s25} olarak, Efendinin başarısızlık için vakti olmadığını hatırlayın. Savaştığınızda, {s2} için çok fazla risk alıyorsunuz — bize yenilgi getirirseniz, emin olun hiç doğmamış olmayı dilersiniz."
qstr_Finally_remember_tha  = "Son olarak, {s25} olarak, başarıların ve başarısızlıklarınla yaşayıp öldüğünü unutma. Her savaşında {s2} için pek çok risk alırsın — Eğer olurda batarsan, sonuçları çok ağır olur."
qstr_Finally_remember_that  = "Son olarak, bir {s25} olarak, kazanılan bir zaferin şanına varabilir ve bu zaferi kendinizin olarak adlandırabilirsiniz, ancak {s2} üzerinde yaşayan herkes başarısızlığınızın bedelini ödeyecektir. {S2} kaderini kendinle birlikte savaşa götürüyorsun — üzerimize yıkım getirirsen sonuçları oldukça şiddetli olacak."
qstr_Still_think_you_can_  = "Hala bunu halledebileceğini mi düşünüyorsun?"
qstr_Knowing_what_I_have_  = "Sana ne söylediğimi bilerek, hala kendini becerebiliyor musun?"
qstr_Knowing_what_I_have_t  = "Sana ne söylediğimi bilerek hala devam etmek istiyor musun?"
qstr_Give_me_the_banner_o  = "Bana ustanın bayrağını ver!"
qstr_Yes_my_lord._Let_me_  = "Evet, Lordum. Savaşta bayrağınızı taşımama izin verin."
qstr_The_people_of_{s3}_t  = "{s3} halkı, hediyeleriniz için müteşekkir, {playername}.{s1} hediyeniz karşılığında, {s4} halkına bir {s2} hediyesi göndereceğiz.Size tekrar bizzat teşekkür ederim, {playername}."
qstr_I_want_to_deliver_a_  = "Müttefiklerimize bir hediye teslim etmek istiyorum."
qstr_delivering_a_gift  = "hediye teslim etmek"
qstr_I_want_to_bring_a_br  = "Müttefiklerimize bir rüşvet vermek istiyorum."
qstr_delivering_a_bribe  = "rüşvet teslim etmek"
qstr_{s2}_[{reg14}_Resour  = "{s2} [{reg14} Kaynak Puanı]"
qstr_Gift  = "Hediye"
qstr_You_have_requested_t  = "Senden, {s2}'den {s1} hediyesini {s3}'e ulaştırman istendi.{s3} halkı bu tarz bir jesti kesinlikle takdir edecektir."
qstr_Bribe  = "Rüşvet"
qstr_You_have_requested_to  = "Senden, {s2}'den {s1} rüşvetini {s3}'e ulaştırman istendi.Karşılığında onlardan bir ödül kazanmanı umalım."
qstr_{reg3}_hours.  = "{reg3} saat."
qstr_hour.  = "Saat."
qstr_Taking_{reg0}_inf._A  = "{reg0} inf. Alt?={reg1} Ele geçiriliyor"
qstr_You_spent_{reg0}_of_  = "Kararların sonucunda {reg0} ikna gücünü {s1}, ile harcadın kalan puanın {reg1}"
qstr_The_War_is_over_{pla  = "Savaş sona erdi, {playername}, duymadın mı?"
qstr_We_are_at_war_with_{  = "{s12} ile savaş içindeyiz. Ancak, genellikle {s13} ile savaşıyoruz."
qstr_We_are_at_war_with_{s  = "{s12} ile savaş içindeyiz. Ancak, şu an sadece küçük çatışmalar var."
qstr_we_are_not_too_conce  = "Şimdilik onlarla çok işimiz yok, şu anda evimize daha yakın olan diğer düşmanlarla savaştayız."
qstr__under_your_orders  = ", senin emrin altında"
qstr_{playername}_you_may  = "{playername}, {s7} ordusunu görmüşsündür. Bize karşı dizilmiş bütün kaptanların arasında, şu anda {s8} içinde {s7} en büyük namı kazandı. Sahadaki mevcudiyetleri bile, düşmanlarımızı güçlendirmek ve müttefiklerimizin azmini kırmak için yeterli. {playername}, bu savaşta büyük bir iş yapmak istiyorsan, açık savaşta {s7} ordusunu vur, hemde herkesin gözü önünde! Böylece umut yeniden alevlenebilir ve bize karşı gelenlerin kalplerini ürkütebilir."
qstr_Do_you_mark_how_our_  = "{s7} tarafından {s8} denen kişinin sırf bahsi bile nasıl en cesur askerlerimizi bile titrettiğini görüyor musun? Harika bir savaşçı, oh evet, yetenekli bir kaptan. Bunun böyle sağa sola saldırmasına izin veremeyiz! Yüzlerini her gösterdiklerinde, saflarımız bozuluyor ve düşmanlarımız tekrar cesaret buluyor. Buna asla müsamaha gösteremeyiz. Sana emrediyorum, {playername}, {s7} ve askerlerine meydan okumanı ve açık savaşta yenmeni istiyorum. Senin {s7}  karşındaki zaferini gördükleri zaman onun adamlarının kanı donacak, ve askerlerimize düşmanlarımızın yenilebilir olduklarını kanıtlar!"
qstr_This_is_a_chance_for  = "Kalitemi göstermek için bu benim için bir şans.Düşmanın ve dostun gözünün önünde {s7} mağlup etmeliyim."
qstr_Accursed_be_those_wh  = "Bu günü {s7} takip edenler lanetlensin, onları herkesin görmesi için öldürmeliyim!"
qstr_{s9}_wants_you_to_de  = "{s9}, savaşta {s35} {s36} isimli kişiyi bozguna uğratmanızı istiyor."
qstr_I_humbly_ask_that_yo  = "Alçakgönüllülükle bu görev için başka birini bulmanızı rica ediyorum. {s7} denen kişiyi savaşta yenebileceğimi sanmıyorum."
qstr_Mercy_I_crave!_To_fa  = "Merhamet et Yalvarırım! {s7} ile açık savaşta karşılaşmak tam bir ahmaklıktı! Ben bunu yapamam!"
qstr_strong_warriors_from  = "{s7} tarafından güçlü savaşçılar"
qstr_champions_from_{s7}_  = "alanında en güçlü {s7} şampiyonları"
qstr_{playername}_the_men  = "{playername}, adamlar sert düşman birlikleri hakkında hikayeler duydular. Bu terörlerin hikayeleri adamların moralini bozuyor. Askerlere korkacak hiçbir şeyleri olmadığını göstermeni istiyorum. {Reg22} {s6} tarafına meydan okumanı ve onu yenmeni istiyorum."
qstr_{playername}_I_want_  = "{playername}, Adamlara düşman birliklerinin hiçbir önemi olmadıklarını göstermeni istiyorum. {reg22} {s6} şahsen öldürmeni istiyorum! Üstün güç olduğumuzu göstermek için yap bunu!"
qstr_I_will_do_what_you_a  = "İstediğini yapacağım ve buna adamlarım tanık olacak."
qstr_high_level_troops_fr  = "tarafından yüksek seviyeli birlikler"
qstr_elite_level_troops_f  = "tarafından elit seviyeli birlikler"
